bjd_cd,center_point,center_long,center_lati,bjd_nm,level,sd_cd,sd_nm,sgg_cd,sgg_nm,emd_cd,emd_nm,li_nm,sgg_cnt,emd_cnt,li_cnt,sgg_list,emd_list,li_list
1100000000,POINT (126.9918052066339 37.551902938787826),126.9918052,37.55190294,서울특별시,0,11,서울특별시,11000,,11000000,,,25,467,0,"['서울특별시 종로구' '서울특별시 중구' '서울특별시 용산구' '서울특별시 성동구' '서울특별시 광진구' '서울특별시 동대문구'
 '서울특별시 중랑구' '서울특별시 성북구' '서울특별시 강북구' '서울특별시 도봉구' '서울특별시 노원구' '서울특별시 은평구'
 '서울특별시 서대문구' '서울특별시 마포구' '서울특별시 양천구' '서울특별시 강서구' '서울특별시 구로구' '서울특별시 금천구'
 '서울특별시 영등포구' '서울특별시 동작구' '서울특별시 관악구' '서울특별시 서초구' '서울특별시 강남구' '서울특별시 송파구'
 '서울특별시 강동구']",,
1111000000,POINT (126.97732129487213 37.59491731931452),126.9773213,37.59491732,서울특별시 종로구,1,11,서울특별시,11110,종로구,11110000,,,0,87,0,,"['서울특별시 종로구 청운동' '서울특별시 종로구 신교동' '서울특별시 종로구 궁정동' '서울특별시 종로구 효자동'
 '서울특별시 종로구 창성동' '서울특별시 종로구 통의동' '서울특별시 종로구 적선동' '서울특별시 종로구 통인동'
 '서울특별시 종로구 누상동' '서울특별시 종로구 누하동' '서울특별시 종로구 옥인동' '서울특별시 종로구 체부동'
 '서울특별시 종로구 필운동' '서울특별시 종로구 내자동' '서울특별시 종로구 사직동' '서울특별시 종로구 도렴동'
 '서울특별시 종로구 당주동' '서울특별시 종로구 내수동' '서울특별시 종로구 세종로' '서울특별시 종로구 신문로1가'
 '서울특별시 종로구 신문로2가' '서울특별시 종로구 청진동' '서울특별시 종로구 서린동' '서울특별시 종로구 수송동'
 '서울특별시 종로구 중학동' '서울특별시 종로구 종로1가' '서울특별시 종로구 공평동' '서울특별시 종로구 관훈동'
 '서울특별시 종로구 견지동' '서울특별시 종로구 와룡동' '서울특별시 종로구 권농동' '서울특별시 종로구 운니동'
 '서울특별시 종로구 익선동' '서울특별시 종로구 경운동' '서울특별시 종로구 관철동' '서울특별시 종로구 인사동'
 '서울특별시 종로구 낙원동' '서울특별시 종로구 종로2가' '서울특별시 종로구 팔판동' '서울특별시 종로구 삼청동'
 '서울특별시 종로구 안국동' '서울특별시 종로구 소격동' '서울특별시 종로구 화동' '서울특별시 종로구 사간동'
 '서울특별시 종로구 송현동' '서울특별시 종로구 가회동' '서울특별시 종로구 재동' '서울특별시 종로구 계동'
 '서울특별시 종로구 원서동' '서울특별시 종로구 훈정동' '서울특별시 종로구 묘동' '서울특별시 종로구 봉익동'
 '서울특별시 종로구 돈의동' '서울특별시 종로구 장사동' '서울특별시 종로구 관수동' '서울특별시 종로구 종로3가'
 '서울특별시 종로구 인의동' '서울특별시 종로구 예지동' '서울특별시 종로구 원남동' '서울특별시 종로구 연지동'
 '서울특별시 종로구 종로4가' '서울특별시 종로구 효제동' '서울특별시 종로구 종로5가' '서울특별시 종로구 종로6가'
 '서울특별시 종로구 이화동' '서울특별시 종로구 연건동' '서울특별시 종로구 충신동' '서울특별시 종로구 동숭동'
 '서울특별시 종로구 혜화동' '서울특별시 종로구 명륜1가' '서울특별시 종로구 명륜2가' '서울특별시 종로구 명륜4가'
 '서울특별시 종로구 명륜3가' '서울특별시 종로구 창신동' '서울특별시 종로구 숭인동' '서울특별시 종로구 교남동'
 '서울특별시 종로구 평동' '서울특별시 종로구 송월동' '서울특별시 종로구 홍파동' '서울특별시 종로구 교북동'
 '서울특별시 종로구 행촌동' '서울특별시 종로구 구기동' '서울특별시 종로구 평창동' '서울특별시 종로구 부암동'
 '서울특별시 종로구 홍지동' '서울특별시 종로구 신영동' '서울특별시 종로구 무악동']",
1111010100,POINT (126.96932389009248 37.58920545163482),126.9693239,37.58920545,서울특별시 종로구 청운동,2,11,서울특별시,11110,종로구,11110101,청운동,,0,0,0,,,
1111010200,POINT (126.96794151918255 37.58450634891726),126.9679415,37.58450635,서울특별시 종로구 신교동,2,11,서울특별시,11110,종로구,11110102,신교동,,0,0,0,,,
1111010300,POINT (126.9727063196789 37.58469795480878),126.9727063,37.58469795,서울특별시 종로구 궁정동,2,11,서울특별시,11110,종로구,11110103,궁정동,,0,0,0,,,
1111010400,POINT (126.97195272945544 37.58266755624465),126.9719527,37.58266756,서울특별시 종로구 효자동,2,11,서울특별시,11110,종로구,11110104,효자동,,0,0,0,,,
1111010500,POINT (126.97247438320997 37.58056045161147),126.9724744,37.58056045,서울특별시 종로구 창성동,2,11,서울특별시,11110,종로구,11110105,창성동,,0,0,0,,,
1111010600,POINT (126.97286981564723 37.57807740683369),126.9728698,37.57807741,서울특별시 종로구 통의동,2,11,서울특별시,11110,종로구,11110106,통의동,,0,0,0,,,
1111010700,POINT (126.9737908430541 37.575321285600985),126.9737908,37.57532129,서울특별시 종로구 적선동,2,11,서울특별시,11110,종로구,11110107,적선동,,0,0,0,,,
1111010800,POINT (126.97021938727214 37.580161372443214),126.9702194,37.58016137,서울특별시 종로구 통인동,2,11,서울특별시,11110,종로구,11110108,통인동,,0,0,0,,,
1111010900,POINT (126.96273702005307 37.58039872906021),126.962737,37.58039873,서울특별시 종로구 누상동,2,11,서울특별시,11110,종로구,11110109,누상동,,0,0,0,,,
1111011000,POINT (126.96828404299777 37.57929005243838),126.968284,37.57929005,서울특별시 종로구 누하동,2,11,서울특별시,11110,종로구,11110110,누하동,,0,0,0,,,
1111011100,POINT (126.96341008149724 37.58353853364109),126.9634101,37.58353853,서울특별시 종로구 옥인동,2,11,서울특별시,11110,종로구,11110111,옥인동,,0,0,0,,,
1111011200,POINT (126.97087303204206 37.57759349965921),126.970873,37.5775935,서울특별시 종로구 체부동,2,11,서울특별시,11110,종로구,11110112,체부동,,0,0,0,,,
1111011300,POINT (126.9681452560928 37.577299434811856),126.9681453,37.57729943,서울특별시 종로구 필운동,2,11,서울특별시,11110,종로구,11110113,필운동,,0,0,0,,,
1111011400,POINT (126.97174231153433 37.5753136695521),126.9717423,37.57531367,서울특별시 종로구 내자동,2,11,서울특별시,11110,종로구,11110114,내자동,,0,0,0,,,
1111011500,POINT (126.9659572423807 37.57541165584238),126.9659572,37.57541166,서울특별시 종로구 사직동,2,11,서울특별시,11110,종로구,11110115,사직동,,0,0,0,,,
1111011600,POINT (126.97475892611477 37.573123241366375),126.9747589,37.57312324,서울특별시 종로구 도렴동,2,11,서울특별시,11110,종로구,11110116,도렴동,,0,0,0,,,
1111011700,POINT (126.97401354941897 37.571588285826834),126.9740135,37.57158829,서울특별시 종로구 당주동,2,11,서울특별시,11110,종로구,11110117,당주동,,0,0,0,,,
1111011800,POINT (126.97197171146105 37.57332521455621),126.9719717,37.57332521,서울특별시 종로구 내수동,2,11,서울특별시,11110,종로구,11110118,내수동,,0,0,0,,,
1111011900,POINT (126.97678924044386 37.58030400665684),126.9767892,37.58030401,서울특별시 종로구 세종로,2,11,서울특별시,11110,종로구,11110119,세종로,,0,0,0,,,
1111012000,POINT (126.97392196450545 37.570190180619534),126.973922,37.57019018,서울특별시 종로구 신문로1가,2,11,서울특별시,11110,종로구,11110120,신문로1가,,0,0,0,,,
1111012100,POINT (126.96922532735066 37.57086963187709),126.9692253,37.57086963,서울특별시 종로구 신문로2가,2,11,서울특별시,11110,종로구,11110121,신문로2가,,0,0,0,,,
1111012200,POINT (126.98017892811113 37.571451088047304),126.9801789,37.57145109,서울특별시 종로구 청진동,2,11,서울특별시,11110,종로구,11110122,청진동,,0,0,0,,,
1111012300,POINT (126.98042066849104 37.569522044831395),126.9804207,37.56952204,서울특별시 종로구 서린동,2,11,서울특별시,11110,종로구,11110123,서린동,,0,0,0,,,
1111012400,POINT (126.9806452826977 37.573698243538665),126.9806453,37.57369824,서울특별시 종로구 수송동,2,11,서울특별시,11110,종로구,11110124,수송동,,0,0,0,,,
1111012500,POINT (126.97967773060424 37.5753129472215),126.9796777,37.57531295,서울특별시 종로구 중학동,2,11,서울특별시,11110,종로구,11110125,중학동,,0,0,0,,,
1111012600,POINT (126.97971510148156 37.57043337244349),126.9797151,37.57043337,서울특별시 종로구 종로1가,2,11,서울특별시,11110,종로구,11110126,종로1가,,0,0,0,,,
1111012700,POINT (126.98317833735251 37.57130655139329),126.9831783,37.57130655,서울특별시 종로구 공평동,2,11,서울특별시,11110,종로구,11110127,공평동,,0,0,0,,,
1111012800,POINT (126.98468251937189 37.57415667865766),126.9846825,37.57415668,서울특별시 종로구 관훈동,2,11,서울특별시,11110,종로구,11110128,관훈동,,0,0,0,,,
1111012900,POINT (126.98301275014333 37.57352260818102),126.9830128,37.57352261,서울특별시 종로구 견지동,2,11,서울특별시,11110,종로구,11110129,견지동,,0,0,0,,,
1111013000,POINT (126.99255009481925 37.58171456591497),126.9925501,37.58171457,서울특별시 종로구 와룡동,2,11,서울특별시,11110,종로구,11110130,와룡동,,0,0,0,,,
1111013100,POINT (126.99167439086214 37.57650587444806),126.9916744,37.57650587,서울특별시 종로구 권농동,2,11,서울특별시,11110,종로구,11110131,권농동,,0,0,0,,,
1111013200,POINT (126.98823885910845 37.57638911544712),126.9882389,37.57638912,서울특별시 종로구 운니동,2,11,서울특별시,11110,종로구,11110132,운니동,,0,0,0,,,
1111013300,POINT (126.98970574024354 37.57434876787947),126.9897057,37.57434877,서울특별시 종로구 익선동,2,11,서울특별시,11110,종로구,11110133,익선동,,0,0,0,,,
1111013400,POINT (126.98642080590284 37.57520167914755),126.9864208,37.57520168,서울특별시 종로구 경운동,2,11,서울특별시,11110,종로구,11110134,경운동,,0,0,0,,,
1111013500,POINT (126.98600436891428 37.56912547510177),126.9860044,37.56912548,서울특별시 종로구 관철동,2,11,서울특별시,11110,종로구,11110135,관철동,,0,0,0,,,
1111013600,POINT (126.98607381515829 37.5717156729493),126.9860738,37.57171567,서울특별시 종로구 인사동,2,11,서울특별시,11110,종로구,11110136,인사동,,0,0,0,,,
1111013700,POINT (126.98862327282654 37.57257267644361),126.9886233,37.57257268,서울특별시 종로구 낙원동,2,11,서울특별시,11110,종로구,11110137,낙원동,,0,0,0,,,
1111013800,POINT (126.98693467403646 37.57045829976956),126.9869347,37.5704583,서울특별시 종로구 종로2가,2,11,서울특별시,11110,종로구,11110138,종로2가,,0,0,0,,,
1111013900,POINT (126.98072612075659 37.58279761049114),126.9807261,37.58279761,서울특별시 종로구 팔판동,2,11,서울특별시,11110,종로구,11110139,팔판동,,0,0,0,,,
1111014000,POINT (126.98100988457196 37.59075470415767),126.9810099,37.5907547,서울특별시 종로구 삼청동,2,11,서울특별시,11110,종로구,11110140,삼청동,,0,0,0,,,
1111014100,POINT (126.9836298511597 37.57740018729681),126.9836299,37.57740019,서울특별시 종로구 안국동,2,11,서울특별시,11110,종로구,11110141,안국동,,0,0,0,,,
1111014200,POINT (126.98093437556888 37.57962288348299),126.9809344,37.57962288,서울특별시 종로구 소격동,2,11,서울특별시,11110,종로구,11110142,소격동,,0,0,0,,,
1111014300,POINT (126.98273107120545 37.580691508495185),126.9827311,37.58069151,서울특별시 종로구 화동,2,11,서울특별시,11110,종로구,11110143,화동,,0,0,0,,,
1111014400,POINT (126.980400324953 37.577262226951376),126.9804003,37.57726223,서울특별시 종로구 사간동,2,11,서울특별시,11110,종로구,11110144,사간동,,0,0,0,,,
1111014500,POINT (126.98187279530626 37.57677743589305),126.9818728,37.57677744,서울특별시 종로구 송현동,2,11,서울특별시,11110,종로구,11110145,송현동,,0,0,0,,,
1111014600,POINT (126.98484153469137 37.58268347207925),126.9848415,37.58268347,서울특별시 종로구 가회동,2,11,서울특별시,11110,종로구,11110146,가회동,,0,0,0,,,
1111014700,POINT (126.98528428964963 37.578328531163805),126.9852843,37.57832853,서울특별시 종로구 재동,2,11,서울특별시,11110,종로구,11110147,재동,,0,0,0,,,
1111014800,POINT (126.98692980372641 37.582351846324634),126.9869298,37.58235185,서울특별시 종로구 계동,2,11,서울특별시,11110,종로구,11110148,계동,,0,0,0,,,
1111014900,POINT (126.98826331318953 37.58392421013851),126.9882633,37.58392421,서울특별시 종로구 원서동,2,11,서울특별시,11110,종로구,11110149,원서동,,0,0,0,,,
1111015000,POINT (126.9941960278526 37.574384332564186),126.994196,37.57438433,서울특별시 종로구 훈정동,2,11,서울특별시,11110,종로구,11110150,훈정동,,0,0,0,,,
1111015100,POINT (126.99174265039893 37.57243596374251),126.9917427,37.57243596,서울특별시 종로구 묘동,2,11,서울특별시,11110,종로구,11110151,묘동,,0,0,0,,,
1111015200,POINT (126.99299803628332 37.57219469612485),126.992998,37.5721947,서울특별시 종로구 봉익동,2,11,서울특별시,11110,종로구,11110152,봉익동,,0,0,0,,,
1111015300,POINT (126.99074167977776 37.571981862919145),126.9907417,37.57198186,서울특별시 종로구 돈의동,2,11,서울특별시,11110,종로구,11110153,돈의동,,0,0,0,,,
1111015400,POINT (126.99404398196442 37.56923760202097),126.994044,37.5692376,서울특별시 종로구 장사동,2,11,서울특별시,11110,종로구,11110154,장사동,,0,0,0,,,
1111015500,POINT (126.99047530198673 37.569076539627034),126.9904753,37.56907654,서울특별시 종로구 관수동,2,11,서울특별시,11110,종로구,11110155,관수동,,0,0,0,,,
1111015600,POINT (126.99235338725019 37.5704084791026),126.9923534,37.57040848,서울특별시 종로구 종로3가,2,11,서울특별시,11110,종로구,11110156,종로3가,,0,0,0,,,
1111015700,POINT (126.99769255741965 37.57234351946251),126.9976926,37.57234352,서울특별시 종로구 인의동,2,11,서울특별시,11110,종로구,11110157,인의동,,0,0,0,,,
1111015800,POINT (126.99830829527902 37.56963702719009),126.9983083,37.56963703,서울특별시 종로구 예지동,2,11,서울특별시,11110,종로구,11110158,예지동,,0,0,0,,,
1111015900,POINT (126.99753716498913 37.57556172876005),126.9975372,37.57556173,서울특별시 종로구 원남동,2,11,서울특별시,11110,종로구,11110159,원남동,,0,0,0,,,
1111016000,POINT (127.00016842135202 37.57375254490844),127.0001684,37.57375254,서울특별시 종로구 연지동,2,11,서울특별시,11110,종로구,11110160,연지동,,0,0,0,,,
1111016100,POINT (126.99795319615286 37.5706720170361),126.9979532,37.57067202,서울특별시 종로구 종로4가,2,11,서울특별시,11110,종로구,11110161,종로4가,,0,0,0,,,
1111016200,POINT (127.00308823124071 37.573050002580544),127.0030882,37.57305,서울특별시 종로구 효제동,2,11,서울특별시,11110,종로구,11110162,효제동,,0,0,0,,,
1111016300,POINT (127.0035339497852 37.570617414988476),127.0035339,37.57061741,서울특별시 종로구 종로5가,2,11,서울특별시,11110,종로구,11110163,종로5가,,0,0,0,,,
1111016400,POINT (127.00768521364444 37.57194721575769),127.0076852,37.57194722,서울특별시 종로구 종로6가,2,11,서울특별시,11110,종로구,11110164,종로6가,,0,0,0,,,
1111016500,POINT (127.00563300102678 37.5772404917289),127.005633,37.57724049,서울특별시 종로구 이화동,2,11,서울특별시,11110,종로구,11110165,이화동,,0,0,0,,,
1111016600,POINT (126.99969439117477 37.57870344083053),126.9996944,37.57870344,서울특별시 종로구 연건동,2,11,서울특별시,11110,종로구,11110166,연건동,,0,0,0,,,
1111016700,POINT (127.00596199280645 37.57495880238612),127.005962,37.5749588,서울특별시 종로구 충신동,2,11,서울특별시,11110,종로구,11110167,충신동,,0,0,0,,,
1111016800,POINT (127.00487909862032 37.581403921847574),127.0048791,37.58140392,서울특별시 종로구 동숭동,2,11,서울특별시,11110,종로구,11110168,동숭동,,0,0,0,,,
1111016900,POINT (127.00175479474866 37.58781302311143),127.0017548,37.58781302,서울특별시 종로구 혜화동,2,11,서울특별시,11110,종로구,11110169,혜화동,,0,0,0,,,
1111017000,POINT (126.99748755409695 37.58911429431966),126.9974876,37.58911429,서울특별시 종로구 명륜1가,2,11,서울특별시,11110,종로구,11110170,명륜1가,,0,0,0,,,
1111017100,POINT (126.99904129388828 37.58470007701993),126.9990413,37.58470008,서울특별시 종로구 명륜2가,2,11,서울특별시,11110,종로구,11110171,명륜2가,,0,0,0,,,
1111017200,POINT (126.9998816334622 37.58223245425522),126.9998816,37.58223245,서울특별시 종로구 명륜4가,2,11,서울특별시,11110,종로구,11110172,명륜4가,,0,0,0,,,
1111017300,POINT (126.99314729461652 37.58822121021423),126.9931473,37.58822121,서울특별시 종로구 명륜3가,2,11,서울특별시,11110,종로구,11110173,명륜3가,,0,0,0,,,
1111017400,POINT (127.01244857871161 37.57540762160564),127.0124486,37.57540762,서울특별시 종로구 창신동,2,11,서울특별시,11110,종로구,11110174,창신동,,0,0,0,,,
1111017500,POINT (127.01894561605954 37.575574096780194),127.0189456,37.5755741,서울특별시 종로구 숭인동,2,11,서울특별시,11110,종로구,11110175,숭인동,,0,0,0,,,
1111017600,POINT (126.96446849867588 37.568547713531146),126.9644685,37.56854771,서울특별시 종로구 교남동,2,11,서울특별시,11110,종로구,11110176,교남동,,0,0,0,,,
1111017700,POINT (126.96686100341647 37.567916344217714),126.966861,37.56791634,서울특별시 종로구 평동,2,11,서울특별시,11110,종로구,11110177,평동,,0,0,0,,,
1111017800,POINT (126.96521818465654 37.5700804958256),126.9652182,37.5700805,서울특별시 종로구 송월동,2,11,서울특별시,11110,종로구,11110178,송월동,,0,0,0,,,
1111017900,POINT (126.9639856866014 37.57115083713443),126.9639857,37.57115084,서울특별시 종로구 홍파동,2,11,서울특별시,11110,종로구,11110179,홍파동,,0,0,0,,,
1111018000,POINT (126.96145761746558 37.57153891930704),126.9614576,37.57153892,서울특별시 종로구 교북동,2,11,서울특별시,11110,종로구,11110180,교북동,,0,0,0,,,
1111018100,POINT (126.96262743980544 37.57368012492684),126.9626274,37.57368012,서울특별시 종로구 행촌동,2,11,서울특별시,11110,종로구,11110181,행촌동,,0,0,0,,,
1111018200,POINT (126.95927536040698 37.619378239513765),126.9592754,37.61937824,서울특별시 종로구 구기동,2,11,서울특별시,11110,종로구,11110182,구기동,,0,0,0,,,
1111018300,POINT (126.9745007230845 37.61302930533325),126.9745007,37.61302931,서울특별시 종로구 평창동,2,11,서울특별시,11110,종로구,11110183,평창동,,0,0,0,,,
1111018400,POINT (126.96559042130346 37.59476324556175),126.9655904,37.59476325,서울특별시 종로구 부암동,2,11,서울특별시,11110,종로구,11110184,부암동,,0,0,0,,,
1111018500,POINT (126.9564818138634 37.600855955518924),126.9564818,37.60085596,서울특별시 종로구 홍지동,2,11,서울특별시,11110,종로구,11110185,홍지동,,0,0,0,,,
1111018600,POINT (126.96183780823503 37.60252000546712),126.9618378,37.60252001,서울특별시 종로구 신영동,2,11,서울특별시,11110,종로구,11110186,신영동,,0,0,0,,,
1111018700,POINT (126.95858144626158 37.57710995668271),126.9585814,37.57710996,서울특별시 종로구 무악동,2,11,서울특별시,11110,종로구,11110187,무악동,,0,0,0,,,
1114000000,POINT (126.99596813970754 37.56014356455128),126.9959681,37.56014356,서울특별시 중구,1,11,서울특별시,11140,중구,11140000,,,0,74,0,,"['서울특별시 중구 무교동' '서울특별시 중구 다동' '서울특별시 중구 태평로1가' '서울특별시 중구 을지로1가'
 '서울특별시 중구 을지로2가' '서울특별시 중구 남대문로1가' '서울특별시 중구 삼각동' '서울특별시 중구 수하동'
 '서울특별시 중구 장교동' '서울특별시 중구 수표동' '서울특별시 중구 소공동' '서울특별시 중구 남창동'
 '서울특별시 중구 북창동' '서울특별시 중구 태평로2가' '서울특별시 중구 남대문로2가' '서울특별시 중구 남대문로3가'
 '서울특별시 중구 남대문로4가' '서울특별시 중구 남대문로5가' '서울특별시 중구 봉래동1가' '서울특별시 중구 봉래동2가'
 '서울특별시 중구 회현동1가' '서울특별시 중구 회현동2가' '서울특별시 중구 회현동3가' '서울특별시 중구 충무로1가'
 '서울특별시 중구 충무로2가' '서울특별시 중구 명동1가' '서울특별시 중구 명동2가' '서울특별시 중구 남산동1가'
 '서울특별시 중구 남산동2가' '서울특별시 중구 남산동3가' '서울특별시 중구 저동1가' '서울특별시 중구 충무로4가'
 '서울특별시 중구 충무로5가' '서울특별시 중구 인현동2가' '서울특별시 중구 예관동' '서울특별시 중구 묵정동'
 '서울특별시 중구 필동1가' '서울특별시 중구 필동2가' '서울특별시 중구 필동3가' '서울특별시 중구 남학동'
 '서울특별시 중구 주자동' '서울특별시 중구 예장동' '서울특별시 중구 장충동1가' '서울특별시 중구 장충동2가'
 '서울특별시 중구 광희동1가' '서울특별시 중구 광희동2가' '서울특별시 중구 쌍림동' '서울특별시 중구 을지로6가'
 '서울특별시 중구 을지로7가' '서울특별시 중구 을지로4가' '서울특별시 중구 을지로5가' '서울특별시 중구 주교동'
 '서울특별시 중구 방산동' '서울특별시 중구 오장동' '서울특별시 중구 을지로3가' '서울특별시 중구 입정동'
 '서울특별시 중구 산림동' '서울특별시 중구 충무로3가' '서울특별시 중구 초동' '서울특별시 중구 인현동1가'
 '서울특별시 중구 저동2가' '서울특별시 중구 신당동' '서울특별시 중구 흥인동' '서울특별시 중구 무학동'
 '서울특별시 중구 황학동' '서울특별시 중구 서소문동' '서울특별시 중구 정동' '서울특별시 중구 순화동'
 '서울특별시 중구 의주로1가' '서울특별시 중구 충정로1가' '서울특별시 중구 중림동' '서울특별시 중구 의주로2가'
 '서울특별시 중구 만리동1가' '서울특별시 중구 만리동2가']",
1114010100,POINT (126.97900918698292 37.56815708117612),126.9790092,37.56815708,서울특별시 중구 무교동,2,11,서울특별시,11140,중구,11140101,무교동,,0,0,0,,,
1114010200,POINT (126.98118625301409 37.56790939566287),126.9811863,37.5679094,서울특별시 중구 다동,2,11,서울특별시,11140,중구,11140102,다동,,0,0,0,,,
1114010300,POINT (126.97724653215379 37.56773133006931),126.9772465,37.56773133,서울특별시 중구 태평로1가,2,11,서울특별시,11140,중구,11140103,태평로1가,,0,0,0,,,
1114010400,POINT (126.98054032657825 37.56599854357898),126.9805403,37.56599854,서울특별시 중구 을지로1가,2,11,서울특별시,11140,중구,11140104,을지로1가,,0,0,0,,,
1114010500,POINT (126.98593010233735 37.565884296425935),126.9859301,37.5658843,서울특별시 중구 을지로2가,2,11,서울특별시,11140,중구,11140105,을지로2가,,0,0,0,,,
1114010600,POINT (126.98286040049202 37.56757978088316),126.9828604,37.56757978,서울특별시 중구 남대문로1가,2,11,서울특별시,11140,중구,11140106,남대문로1가,,0,0,0,,,
1114010700,POINT (126.98424757931525 37.568097469121454),126.9842476,37.56809747,서울특별시 중구 삼각동,2,11,서울특별시,11140,중구,11140107,삼각동,,0,0,0,,,
1114010800,POINT (126.98464042485973 37.56728481952557),126.9846404,37.56728482,서울특별시 중구 수하동,2,11,서울특별시,11140,중구,11140108,수하동,,0,0,0,,,
1114010900,POINT (126.98698484927395 37.56744983402337),126.9869848,37.56744983,서울특별시 중구 장교동,2,11,서울특별시,11140,중구,11140109,장교동,,0,0,0,,,
1114011000,POINT (126.98951547600312 37.56746731905914),126.9895155,37.56746732,서울특별시 중구 수표동,2,11,서울특별시,11140,중구,11140110,수표동,,0,0,0,,,
1114011100,POINT (126.98006471745654 37.56407543993922),126.9800647,37.56407544,서울특별시 중구 소공동,2,11,서울특별시,11140,중구,11140111,소공동,,0,0,0,,,
1114011200,POINT (126.9776216378925 37.55807987885562),126.9776216,37.55807988,서울특별시 중구 남창동,2,11,서울특별시,11140,중구,11140112,남창동,,0,0,0,,,
1114011300,POINT (126.97820456495741 37.56245260083161),126.9782046,37.5624526,서울특별시 중구 북창동,2,11,서울특별시,11140,중구,11140113,북창동,,0,0,0,,,
1114011400,POINT (126.97636348715682 37.56298803447264),126.9763635,37.56298803,서울특별시 중구 태평로2가,2,11,서울특별시,11140,중구,11140114,태평로2가,,0,0,0,,,
1114011500,POINT (126.98211804043018 37.56395496893697),126.982118,37.56395497,서울특별시 중구 남대문로2가,2,11,서울특별시,11140,중구,11140115,남대문로2가,,0,0,0,,,
1114011600,POINT (126.97959161637786 37.56170045546516),126.9795916,37.56170046,서울특별시 중구 남대문로3가,2,11,서울특별시,11140,중구,11140116,남대문로3가,,0,0,0,,,
1114011700,POINT (126.97569996292505 37.56060500514221),126.9757,37.56060501,서울특별시 중구 남대문로4가,2,11,서울특별시,11140,중구,11140117,남대문로4가,,0,0,0,,,
1114011800,POINT (126.97531145977177 37.55610012833445),126.9753115,37.55610013,서울특별시 중구 남대문로5가,2,11,서울특별시,11140,중구,11140118,남대문로5가,,0,0,0,,,
1114011900,POINT (126.97277252785354 37.55909998589426),126.9727725,37.55909999,서울특별시 중구 봉래동1가,2,11,서울특별시,11140,중구,11140119,봉래동1가,,0,0,0,,,
1114012000,POINT (126.97098712917497 37.55655630475127),126.9709871,37.5565563,서울특별시 중구 봉래동2가,2,11,서울특별시,11140,중구,11140120,봉래동2가,,0,0,0,,,
1114012100,POINT (126.98151449399457 37.556510312046015),126.9815145,37.55651031,서울특별시 중구 회현동1가,2,11,서울특별시,11140,중구,11140121,회현동1가,,0,0,0,,,
1114012200,POINT (126.98293416442716 37.55876257669636),126.9829342,37.55876258,서울특별시 중구 회현동2가,2,11,서울특별시,11140,중구,11140122,회현동2가,,0,0,0,,,
1114012300,POINT (126.98407707211707 37.56016837665135),126.9840771,37.56016838,서울특별시 중구 회현동3가,2,11,서울특별시,11140,중구,11140123,회현동3가,,0,0,0,,,
1114012400,POINT (126.98251818079633 37.56117000203548),126.9825182,37.56117,서울특별시 중구 충무로1가,2,11,서울특별시,11140,중구,11140124,충무로1가,,0,0,0,,,
1114012500,POINT (126.9877968348956 37.561728562778875),126.9877968,37.56172856,서울특별시 중구 충무로2가,2,11,서울특별시,11140,중구,11140125,충무로2가,,0,0,0,,,
1114012600,POINT (126.98466250889662 37.56430295918182),126.9846625,37.56430296,서울특별시 중구 명동1가,2,11,서울특별시,11140,중구,11140126,명동1가,,0,0,0,,,
1114012700,POINT (126.98525403339025 37.56290324543975),126.985254,37.56290325,서울특별시 중구 명동2가,2,11,서울특별시,11140,중구,11140127,명동2가,,0,0,0,,,
1114012800,POINT (126.98459765504408 37.55934758943794),126.9845977,37.55934759,서울특별시 중구 남산동1가,2,11,서울특별시,11140,중구,11140128,남산동1가,,0,0,0,,,
1114012900,POINT (126.98578758176899 37.558591578754445),126.9857876,37.55859158,서울특별시 중구 남산동2가,2,11,서울특별시,11140,중구,11140129,남산동2가,,0,0,0,,,
1114013000,POINT (126.98741755092406 37.56015396874177),126.9874176,37.56015397,서울특별시 중구 남산동3가,2,11,서울특별시,11140,중구,11140130,남산동3가,,0,0,0,,,
1114013100,POINT (126.98780508174228 37.56442966227839),126.9878051,37.56442966,서울특별시 중구 저동1가,2,11,서울특별시,11140,중구,11140131,저동1가,,0,0,0,,,
1114013200,POINT (126.99583929028643 37.56232924838506),126.9958393,37.56232925,서울특별시 중구 충무로4가,2,11,서울특별시,11140,중구,11140132,충무로4가,,0,0,0,,,
1114013300,POINT (126.99964157485054 37.56284331633646),126.9996416,37.56284332,서울특별시 중구 충무로5가,2,11,서울특별시,11140,중구,11140133,충무로5가,,0,0,0,,,
1114013400,POINT (126.99614638955858 37.564204227396466),126.9961464,37.56420423,서울특별시 중구 인현동2가,2,11,서울특별시,11140,중구,11140134,인현동2가,,0,0,0,,,
1114013500,POINT (126.99820834602252 37.56425405455549),126.9982083,37.56425405,서울특별시 중구 예관동,2,11,서울특별시,11140,중구,11140135,예관동,,0,0,0,,,
1114013600,POINT (127.00056275311573 37.5613464731871),127.0005628,37.56134647,서울특별시 중구 묵정동,2,11,서울특별시,11140,중구,11140136,묵정동,,0,0,0,,,
1114013700,POINT (126.99246659177751 37.56108823144696),126.9924666,37.56108823,서울특별시 중구 필동1가,2,11,서울특별시,11140,중구,11140137,필동1가,,0,0,0,,,
